Dist Code,Year,State Code,State Name,Dist Name,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
71,2015,5,Karnataka,Chickmagalur,35227,44.28,119.53,97.59,21511,27.04,72.99,59.59,22814,28.68,77.41,63.2,79552,269.92,220.38
71,2016,5,Karnataka,Chickmagalur,29822,43.94,102.7,90.58,19107,28.16,65.8,58.04,18933,27.9,65.2,57.51,67863,233.7,206.13
71,2017,5,Karnataka,Chickmagalur,28833,43.07,102.04,85.46,17782,26.56,62.93,52.7,20329,30.37,71.95,60.25,66944,236.92,198.41
72,1966,5,Karnataka,Chitradurga,2247,63.78,6.02,5.3,1276,36.22,3.42,3.01,0,0,0,0,3523,9.44,8.31
72,1967,5,Karnataka,Chitradurga,2863,66.17,8.25,7.55,1450,33.51,4.18,3.82,14,0.32,0.04,0.04,4327,12.46,11.41
72,1968,5,Karnataka,Chitradurga,4329,83.38,12.78,11.75,727,14,2.15,1.97,136,2.62,0.4,0.37,5192,15.32,14.1
72,1969,5,Karnataka,Chitradurga,4227,55.72,9.05,8.24,1842,24.28,3.94,3.59,1517,20,3.25,2.96,7586,16.23,14.8
72,1970,5,Karnataka,Chitradurga,8261,60.07,16.75,14.99,3497,25.43,7.09,6.34,1994,14.5,4.04,3.62,13752,27.88,24.95
72,1971,5,Karnataka,Chitradurga,5360,54.81,10.55,9.51,2568,26.26,5.05,4.55,1851,18.93,3.64,3.28,9779,19.24,17.34
72,1972,5,Karnataka,Chitradurga,2290,16.7,4.61,4.22,1973,14.38,3.97,3.64,9453,68.92,19.02,17.42,13716,27.6,25.27
72,1973,5,Karnataka,Chitradurga,9453,53.39,19.14,17.45,4557,25.74,9.23,8.41,3697,20.88,7.49,6.82,17707,35.85,32.69
72,1974,5,Karnataka,Chitradurga,9929,53.08,22.74,20.49,4903,26.21,11.23,10.12,3874,20.71,8.87,7.99,18706,42.83,38.6
72,1975,5,Karnataka,Chitradurga,11847,60.55,22.88,20.49,5297,27.07,10.23,9.16,2421,12.37,4.68,4.19,19565,37.79,33.84
72,1976,5,Karnataka,Chitradurga,10965,59.68,43.72,37.49,5199,28.3,20.73,17.77,2208,12.02,8.8,7.55,18372,73.25,62.81
72,1977,5,Karnataka,Chitradurga,11192,59.82,24.34,21.6,5437,29.06,11.82,10.49,2082,11.13,4.53,4.02,18711,40.69,36.11
72,1978,5,Karnataka,Chitradurga,13692,56.69,29.36,27.25,7213,29.86,15.47,14.35,3249,13.45,6.97,6.47,24154,51.79,48.07
72,1979,5,Karnataka,Chitradurga,14584,59.36,26.91,24.27,7197,29.29,13.28,11.98,2789,11.35,5.15,4.64,24570,45.33,40.88
72,1980,5,Karnataka,Chitradurga,13697,59.73,27.61,24.95,6385,27.84,12.87,11.63,2850,12.43,5.75,5.19,22932,46.23,41.77
72,1981,5,Karnataka,Chitradurga,14881,56.09,30.18,26.02,7741,29.18,15.7,13.53,3909,14.73,7.93,6.83,26531,53.82,46.38
72,1982,5,Karnataka,Chitradurga,13179,54.16,26.33,23.29,6876,28.26,13.74,12.15,4279,17.58,8.55,7.56,24334,48.62,43
72,1983,5,Karnataka,Chitradurga,16033,55.47,30.13,26.66,7714,26.69,14.5,12.82,5158,17.84,9.69,8.58,28905,54.32,48.05
72,1984,5,Karnataka,Chitradurga,19382,50.76,35.83,30.77,12468,32.65,23.05,19.79,6335,16.59,11.71,10.06,38185,70.6,60.62
72,1985,5,Karnataka,Chitradurga,16568,53.51,30.73,25.36,9907,32,18.38,15.17,4488,14.49,8.32,6.87,30963,57.43,47.4
72,1986,5,Karnataka,Chitradurga,18045,51.85,31.83,25.47,11280,32.41,19.89,15.92,5474,15.73,9.65,7.73,34799,61.37,49.11
72,1987,5,Karnataka,Chitradurga,16761,50.66,29.38,23.82,11978,36.2,21,17.02,4349,13.14,7.62,6.18,33088,58,47.02
72,1988,5,Karnataka,Chitradurga,22297,50.28,38.74,31.59,14669,33.08,25.48,20.78,7383,16.65,12.83,10.46,44349,77.05,62.83
72,1989,5,Karnataka,Chitradurga,24367,47.27,42.76,34.71,19068,36.99,33.46,27.16,8118,15.75,14.25,11.56,51553,90.48,73.43
72,1990,5,Karnataka,Chitradurga,26822,48.32,45.64,37.74,18257,32.89,31.06,25.69,10427,18.79,17.74,14.67,55506,94.44,78.09
72,1991,5,Karnataka,Chitradurga,26587,47.48,44.76,37.01,21007,37.52,35.37,29.24,8399,15,14.14,11.69,55993,94.27,77.93
72,1992,5,Karnataka,Chitradurga,32148,52.96,53.75,43.51,20704,34.11,34.62,28.02,7852,12.93,13.13,10.63,60704,101.49,82.16
72,1993,5,Karnataka,Chitradurga,34495,54.59,53.64,43.97,20532,32.49,31.93,26.17,8164,12.92,12.69,10.41,63191,98.26,80.56
72,1994,5,Karnataka,Chitradurga,32910,56.54,56.59,47.41,18878,32.43,32.46,27.2,6417,11.02,11.03,9.25,58205,100.08,83.86
72,1995,5,Karnataka,Chitradurga,35620,55.86,63.56,53.76,19460,30.52,34.73,29.37,8683,13.62,15.49,13.1,63763,113.79,96.23
72,1996,5,Karnataka,Chitradurga,36019,62.94,60.76,51.22,15467,27.03,26.09,21.99,5739,10.03,9.68,8.16,57225,96.54,81.37
72,1997,5,Karnataka,Chitradurga,39677,56.31,58.6,60.69,22724,32.25,33.56,34.76,8058,11.44,11.9,12.33,70459,104.07,107.78
72,1998,5,Karnataka,Chitradurga,50905,58.43,63.07,52.65,27051,31.05,33.52,27.98,9171,10.53,11.36,9.48,87127,107.95,90.11
72,1999,5,Karnataka,Chitradurga,54956,54.28,68.47,56.51,34112,33.69,42.5,35.07,12178,12.03,15.17,12.52,101246,126.15,104.1
72,2000,5,Karnataka,Chitradurga,58986,56.66,73.92,61.83,32375,31.1,40.57,33.94,12736,12.23,15.96,13.35,104097,130.45,109.12
72,2001,5,Karnataka,Chitradurga,52736,54.79,66.92,56.96,31624,32.86,40.13,34.15,11883,12.35,15.08,12.83,96243,122.13,103.95
72,2002,5,Karnataka,Chitradurga,53773,55.86,68.12,60.51,31555,32.78,39.97,35.51,10943,11.37,13.86,12.31,96271,121.96,108.33
72,2003,5,Karnataka,Chitradurga,28898,53.71,38.57,33.43,17423,32.39,23.25,20.16,7478,13.9,9.98,8.65,53799,71.8,62.24
72,2004,5,Karnataka,Chitradurga,47702,54.97,59.84,49.97,26904,31,33.75,28.18,12173,14.03,15.27,12.75,86779,108.87,90.9
72,2005,5,Karnataka,Chitradurga,61595,53.43,76.79,62.64,36831,31.95,45.92,37.46,16856,14.62,21.02,17.14,115282,143.73,117.25
72,2006,5,Karnataka,Chitradurga,58673,52.92,77.82,63.09,36827,33.21,48.85,39.6,15380,13.87,20.4,16.54,110880,147.07,119.23
72,2007,5,Karnataka,Chitradurga,49504,54.23,59.99,54.57,26545,29.08,32.17,29.26,15242,16.7,18.47,16.8,91291,110.63,100.63
72,2008,5,Karnataka,Chitradurga,57849,46.89,70.36,61.4,43387,35.17,52.77,46.05,22127,17.94,26.91,23.48,123363,150.05,130.93
72,2009,5,Karnataka,Chitradurga,69878,49.25,85.83,74.51,51259,36.13,62.96,54.66,20746,14.62,25.48,22.12,141883,174.28,151.29
72,2010,5,Karnataka,Chitradurga,76814,48.39,92.65,75.48,54844,34.55,66.15,53.89,27091,17.07,32.68,26.62,158749,191.48,156
72,2011,5,Karnataka,Chitradurga,91090,52.22,117.37,96.89,66150,37.92,85.23,70.36,17200,9.86,22.16,18.29,174440,224.76,185.54
72,2012,5,Karnataka,Chitradurga,61000,62.63,78.11,66.59,24737,25.4,31.67,27,11660,11.97,14.93,12.73,97397,124.71,106.32
72,2013,5,Karnataka,Chitradurga,77011,59.1,100.86,83.49,40853,31.35,53.51,44.29,12441,9.55,16.29,13.49,130305,170.66,141.27
72,2014,5,Karnataka,Chitradurga,78151,56.66,99.14,79.65,43038,31.21,54.59,43.86,16729,12.13,21.22,17.05,137918,174.95,140.56
72,2015,5,Karnataka,Chitradurga,81044,55.57,104.86,90.48,48506,33.26,62.76,54.15,16279,11.16,21.06,18.17,145829,188.69,162.81
72,2016,5,Karnataka,Chitradurga,74793,55.19,96.22,85.76,45829,33.82,58.96,52.55,14906,11,19.18,17.09,135528,174.36,155.39
72,2017,5,Karnataka,Chitradurga,63447,55.79,88.05,73.77,36388,32,50.5,42.31,13890,12.21,19.28,16.15,113725,157.83,132.23
73,1966,5,Karnataka,Bellary,3976,54.84,6.78,6.65,3274,45.16,5.58,5.47,0,0,0,0,7250,12.36,12.12
73,1967,5,Karnataka,Bellary,4155,76.75,6.94,6.78,1244,22.98,2.08,2.03,15,0.28,0.03,0.02,5414,9.05,8.84
73,1968,5,Karnataka,Bellary,5926,85.62,10.16,9.89,821,11.86,1.41,1.37,174,2.51,0.3,0.29,6921,11.86,11.55
73,1969,5,Karnataka,Bellary,4837,78.6,8.27,8.02,1061,17.24,1.81,1.76,256,4.16,0.44,0.42,6154,10.52,10.21
73,1970,5,Karnataka,Bellary,7165,68.94,11.96,11.54,2410,23.19,4.02,3.88,818,7.87,1.37,1.32,10393,17.35,16.73
73,1971,5,Karnataka,Bellary,10169,56.17,17.15,16.51,4598,25.4,7.76,7.46,3337,18.43,5.63,5.42,18104,30.53,29.39
73,1972,5,Karnataka,Bellary,14049,59.15,24.1,23.45,6287,26.47,10.78,10.49,3415,14.38,5.86,5.7,23751,40.74,39.64
73,1973,5,Karnataka,Bellary,12075,58.87,23.4,20.37,4915,23.96,9.53,8.29,3523,17.17,6.83,5.94,20513,39.75,34.61
73,1974,5,Karnataka,Bellary,15186,54.3,26.1,25.01,6545,23.4,11.25,10.78,6234,22.29,10.71,10.27,27965,48.06,46.06
73,1975,5,Karnataka,Bellary,14138,64.26,24.49,23.01,4182,19.01,7.24,6.81,3681,16.73,6.38,5.99,22001,38.11,35.81
73,1976,5,Karnataka,Bellary,14050,67.42,38.49,36.11,3620,17.37,9.92,9.3,3170,15.21,8.68,8.15,20840,57.1,53.56
73,1977,5,Karnataka,Bellary,16528,61.36,29.24,27.61,4864,18.06,8.61,8.12,5542,20.58,9.81,9.26,26934,47.65,44.99
73,1978,5,Karnataka,Bellary,18335,56.24,32.3,30.31,6831,20.95,12.03,11.29,7435,22.81,13.1,12.29,32601,57.43,53.89
73,1979,5,Karnataka,Bellary,17597,54.82,32.89,30.76,7150,22.28,13.36,12.5,7351,22.9,13.74,12.85,32098,60,56.12
73,1980,5,Karnataka,Bellary,19668,55.98,41.76,38.49,7821,22.26,16.61,15.31,7644,21.76,16.23,14.96,35133,74.59,68.75
73,1981,5,Karnataka,Bellary,22692,52.58,42.49,39.4,10453,24.22,19.57,18.15,10012,23.2,18.75,17.38,43157,80.82,74.93
73,1982,5,Karnataka,Bellary,25601,54.78,50.04,45.92,10241,21.91,20.02,18.37,10889,23.3,21.28,19.53,46731,91.34,83.82
73,1983,5,Karnataka,Bellary,31223,52.65,52.8,48.63,15672,26.43,26.5,24.41,12408,20.92,20.98,19.33,59303,100.28,92.37
73,1984,5,Karnataka,Bellary,40845,51.83,70.05,63.61,22212,28.18,38.09,34.59,15751,19.99,27.01,24.53,78808,135.15,122.73
73,1985,5,Karnataka,Bellary,33852,52.7,63.69,56.7,22004,34.26,41.4,36.86,8376,13.04,15.76,14.03,64232,120.85,107.59
73,1986,5,Karnataka,Bellary,32450,56.58,56.27,48.76,15361,26.78,26.64,23.08,9544,16.64,16.55,14.34,57355,99.45,86.18
73,1987,5,Karnataka,Bellary,27596,52.86,44.79,39.12,15676,30.03,25.44,22.22,8931,17.11,14.5,12.66,52203,84.73,73.99
73,1988,5,Karnataka,Bellary,48812,58.93,78.54,69.14,22108,26.69,35.57,31.31,11907,14.38,19.16,16.87,82827,133.27,117.32
73,1989,5,Karnataka,Bellary,43078,52.23,70.49,62.33,27784,33.69,45.47,40.2,11612,14.08,19,16.8,82474,134.96,119.34
73,1990,5,Karnataka,Bellary,39325,44.69,63.59,54.73,28884,32.82,46.71,40.2,19787,22.49,32,27.54,87996,142.29,122.48
73,1991,5,Karnataka,Bellary,46764,44.75,77.07,66.26,34754,33.26,57.28,49.24,22985,21.99,37.88,32.57,104503,172.23,148.06
73,1992,5,Karnataka,Bellary,46007,54.16,75.75,65.74,25669,30.22,42.27,36.68,13270,15.62,21.85,18.96,84946,139.87,121.38
73,1993,5,Karnataka,Bellary,46307,60.16,81.34,69.01,19386,25.19,34.05,28.89,11275,14.65,19.8,16.8,76968,135.19,114.71
73,1994,5,Karnataka,Bellary,48663,63.77,89.14,76.3,15767,20.66,28.88,24.72,11884,15.57,21.77,18.63,76314,139.8,119.65
73,1995,5,Karnataka,Bellary,49304,60.94,86.68,76.03,19316,23.87,33.96,29.79,12286,15.19,21.6,18.95,80906,142.24,124.76
73,1996,5,Karnataka,Bellary,46652,64.08,78.86,67.04,16729,22.98,28.28,24.04,9424,12.94,15.93,13.54,72805,123.07,104.62
73,1997,5,Karnataka,Bellary,49251,58.94,95.86,83.06,24259,29.03,47.21,40.91,10049,12.03,19.56,16.95,83559,162.63,140.91
73,1998,5,Karnataka,Bellary,55138,59.4,110.44,94.48,25824,27.82,51.72,44.25,11864,12.78,23.76,20.33,92826,185.93,159.05
73,1999,5,Karnataka,Bellary,64537,57.36,132.36,115.23,31454,27.96,64.51,56.16,16522,14.68,33.89,29.5,112513,230.76,200.89
73,2000,5,Karnataka,Bellary,63741,58.35,130.89,114.23,29021,26.57,59.59,52.01,16483,15.09,33.85,29.54,109245,224.32,195.78
73,2001,5,Karnataka,Bellary,65073,60.69,142.11,123.85,27613,25.75,60.3,52.56,14538,13.56,31.75,27.67,107224,234.16,204.08
73,2002,5,Karnataka,Bellary,49966,60.91,120.61,105.29,21499,26.21,51.89,45.3,10564,12.88,25.5,22.26,82029,198,172.86
73,2003,5,Karnataka,Bellary,46140,58.29,113.47,96.18,20739,26.2,51,43.23,12273,15.51,30.18,25.58,79152,194.65,165
73,2004,5,Karnataka,Bellary,61608,52.29,134.15,115.84,31073,26.37,67.66,58.43,25140,21.34,54.74,47.27,117821,256.55,221.54
73,2005,5,Karnataka,Bellary,70685,52.05,147.51,118.66,40211,29.61,83.91,67.5,24901,18.34,51.96,41.8,135797,283.39,227.97
73,2006,5,Karnataka,Bellary,63266,52.97,140.42,110.36,36444,30.51,80.89,63.57,19727,16.52,43.78,34.41,119437,265.09,208.34
73,2007,5,Karnataka,Bellary,72188,54.69,155.56,119.83,34909,26.45,75.23,57.95,24892,18.86,53.64,41.32,131989,284.42,219.09
73,2008,5,Karnataka,Bellary,77246,51.18,177.61,134.16,47029,31.16,108.13,81.68,26642,17.65,61.26,46.27,150917,347,262.1
73,2009,5,Karnataka,Bellary,93423,51.43,214.24,164,54995,30.27,126.12,96.54,33240,18.3,76.23,58.35,181658,416.58,318.89
73,2010,5,Karnataka,Bellary,88074,51.95,199.18,151.36,54774,32.31,123.87,94.13,26674,15.73,60.32,45.84,169522,383.38,291.34
73,2011,5,Karnataka,Bellary,98034,51.49,236.76,184.27,69604,36.55,168.1,130.83,22773,11.96,55,42.8,190411,459.85,357.9
73,2012,5,Karnataka,Bellary,85611,60.73,194.63,151.82,36507,25.9,82.99,64.74,18846,13.37,42.84,33.42,140964,320.47,249.98
73,2013,5,Karnataka,Bellary,91046,61.18,223.14,174.69,39243,26.37,96.18,75.29,18521,12.45,45.39,35.54,148810,364.7,285.51
73,2014,5,Karnataka,Bellary,103501,59.95,244.62,188.59,45302,26.24,107.07,82.54,23837,13.81,56.34,43.43,172640,408.03,314.57
73,2015,5,Karnataka,Bellary,84680,58.21,192.16,153.34,43675,30.02,99.11,79.09,17130,11.77,38.87,31.02,145485,330.15,263.45
73,2016,5,Karnataka,Bellary,69683,56.5,179.53,161.18,39677,32.17,102.22,91.78,13969,11.33,35.99,32.31,123329,317.75,285.27
73,2017,5,Karnataka,Bellary,70669,58.1,169.43,139.03,37463,30.8,89.82,73.7,13491,11.09,32.35,26.54,121623,291.59,239.28
74,1966,5,Karnataka,Dharwad,1613,60.87,1.45,1.4,1037,39.13,0.93,0.9,0,0,0,0,2650,2.37,2.3
74,1967,5,Karnataka,Dharwad,2154,64.28,1.93,1.89,1178,35.15,1.05,1.03,19,0.57,0.02,0.02,3351,3,2.94
74,1968,5,Karnataka,Dharwad,2371,66.1,2.13,2.09,1144,31.89,1.03,1.01,72,2.01,0.06,0.06,3587,3.22,3.16
74,1969,5,Karnataka,Dharwad,3232,58.04,2.9,2.83,1793,32.2,1.61,1.57,544,9.77,0.49,0.48,5569,4.99,4.88
74,1970,5,Karnataka,Dharwad,4337,71.06,3.89,3.79,1221,20.01,1.1,1.07,545,8.93,0.49,0.48,6103,5.47,5.33
74,1971,5,Karnataka,Dharwad,3661,50.41,3.3,3.21,2788,38.39,2.51,2.44,814,11.21,0.73,0.71,7263,6.54,6.37
74,1972,5,Karnataka,Dharwad,5727,56.96,5.17,5.05,2811,27.96,2.54,2.48,1516,15.08,1.37,1.34,10054,9.07,8.86
74,1973,5,Karnataka,Dharwad,6018,54.19,5.43,5.28,2926,26.35,2.64,2.57,2161,19.46,1.95,1.9,11105,10.02,9.75
74,1974,5,Karnataka,Dharwad,7173,55.93,6.43,6.25,3117,24.3,2.79,2.72,2536,19.77,2.27,2.21,12826,11.5,11.18
74,1975,5,Karnataka,Dharwad,7997,62.05,7.15,6.94,2665,20.68,2.38,2.31,2225,17.27,1.99,1.93,12887,11.51,11.19
74,1976,5,Karnataka,Dharwad,6158,51.48,5.85,5.71,3386,28.31,3.22,3.14,2417,20.21,2.3,2.24,11961,11.36,11.09
74,1977,5,Karnataka,Dharwad,8169,50.23,7.43,7.21,4444,27.33,4.04,3.92,3650,22.44,3.32,3.22,16263,14.79,14.35
74,1978,5,Karnataka,Dharwad,10773,46.03,9.58,9.38,7157,30.58,6.37,6.23,5476,23.4,4.87,4.77,23406,20.82,20.39
74,1979,5,Karnataka,Dharwad,11545,46.51,10.29,10.06,7796,31.41,6.95,6.79,5479,22.07,4.88,4.77,24820,22.12,21.62
74,1980,5,Karnataka,Dharwad,11433,47.72,10.34,9.86,7393,30.86,6.68,6.37,5132,21.42,4.64,4.42,23958,21.66,20.65
74,1981,5,Karnataka,Dharwad,12770,47.96,11.67,11.19,8670,32.56,7.93,7.6,5187,19.48,4.74,4.55,26627,24.34,23.34
74,1982,5,Karnataka,Dharwad,15207,46.88,13.84,12.86,9832,30.31,8.95,8.32,7400,22.81,6.73,6.26,32439,29.51,27.43
74,1983,5,Karnataka,Dharwad,24228,48.78,21.86,20.46,15264,30.73,13.77,12.89,10172,20.48,9.18,8.59,49664,44.81,41.94
74,1984,5,Karnataka,Dharwad,24372,47.97,21.96,19.03,17519,34.48,15.78,13.68,8912,17.54,8.03,6.96,50803,45.77,39.67
74,1985,5,Karnataka,Dharwad,21226,40.17,22.4,19.97,22117,41.86,23.34,20.8,9493,17.97,10.02,8.93,52836,55.75,49.7
74,1986,5,Karnataka,Dharwad,16744,42.96,15.5,13.21,14931,38.31,13.82,11.78,7299,18.73,6.76,5.76,38974,36.07,30.75
74,1987,5,Karnataka,Dharwad,17517,41.63,16.2,13.42,13424,31.91,12.41,10.29,11133,26.46,10.29,8.53,42074,38.9,32.24
74,1988,5,Karnataka,Dharwad,27985,47.46,26.91,23.7,22747,38.57,21.87,19.27,8237,13.97,7.92,6.98,58969,56.71,49.94
74,1989,5,Karnataka,Dharwad,24460,38.96,23.23,19.66,24114,38.4,22.9,19.39,14215,22.64,13.5,11.43,62789,59.62,50.48
74,1990,5,Karnataka,Dharwad,26026,40.62,26.77,23.07,23591,36.82,24.27,20.91,14448,22.55,14.86,12.8,64065,65.91,56.78
74,1991,5,Karnataka,Dharwad,33658,40.19,30.52,24.41,31258,37.33,28.34,22.67,18828,22.48,17.07,13.65,83744,75.94,60.73
74,1992,5,Karnataka,Dharwad,32404,43.12,29.58,23.81,29944,39.84,27.34,22,12806,17.04,11.69,9.41,75154,68.61,55.21
74,1993,5,Karnataka,Dharwad,32732,49.87,29.76,24.01,23156,35.28,21.05,16.99,9752,14.86,8.87,7.15,65640,59.67,48.15
74,1994,5,Karnataka,Dharwad,34259,52.85,31.81,25.74,22050,34.02,20.48,16.56,8510,13.13,7.9,6.39,64819,60.19,48.69
74,1995,5,Karnataka,Dharwad,42116,49.54,39.88,32.63,30315,35.66,28.7,23.49,12590,14.81,11.92,9.76,85021,80.5,65.88
74,1996,5,Karnataka,Dharwad,36759,54.2,34.5,27.12,20671,30.48,19.4,15.25,10397,15.33,9.76,7.67,67827,63.66,50.03
74,1997,5,Karnataka,Dharwad,45301,47.69,43.62,34.43,34045,35.84,32.79,25.88,15652,16.48,15.07,11.9,94998,91.48,72.2
74,1998,5,Karnataka,Dharwad,48892,49.8,46.02,35.59,38709,39.43,36.44,28.18,10576,10.77,9.95,7.7,98177,92.41,71.46
74,1999,5,Karnataka,Dharwad,52765,48.32,49.63,39.02,42197,38.64,39.69,31.2,14234,13.04,13.39,10.53,109196,102.7,80.74
74,2000,5,Karnataka,Dharwad,56096,49.54,52.23,38.96,41200,36.38,38.36,28.61,15945,14.08,14.85,11.07,113241,105.44,78.64
74,2001,5,Karnataka,Dharwad,44014,47.73,41.11,32.4,36301,39.36,33.91,26.72,11903,12.91,11.12,8.76,92218,86.14,67.88
74,2002,5,Karnataka,Dharwad,40779,50.77,37.37,28.12,29161,36.31,26.72,20.11,10374,12.92,9.51,7.15,80314,73.59,55.38
74,2003,5,Karnataka,Dharwad,27131,51.59,25.98,20.49,17892,34.02,17.13,13.51,7564,14.38,7.24,5.71,52587,50.35,39.72
74,2004,5,Karnataka,Dharwad,44474,50.66,41.18,28.86,30252,34.46,28.01,19.63,13060,14.88,12.09,8.47,87786,81.28,56.96
74,2005,5,Karnataka,Dharwad,56967,48.17,53.1,37.56,39964,33.79,37.25,26.35,21330,18.04,19.88,14.06,118261,110.23,77.97
74,2006,5,Karnataka,Dharwad,58185,47.56,55.19,39.35,45072,36.84,42.75,30.48,19092,15.6,18.11,12.91,122349,116.06,82.75
74,2007,5,Karnataka,Dharwad,64193,49.31,60.08,42.32,41282,31.71,38.64,27.22,24715,18.98,23.13,16.3,130190,121.85,85.84
74,2008,5,Karnataka,Dharwad,66923,45.86,65.56,48.47,51686,35.42,50.63,37.43,27313,18.72,26.76,19.78,145922,142.95,105.69
74,2009,5,Karnataka,Dharwad,70413,43.29,64.07,45.09,60494,37.19,55.04,38.74,31765,19.53,28.9,20.34,162672,148.02,104.16
74,2010,5,Karnataka,Dharwad,78970,48.74,73.17,53.1,58408,36.05,54.12,39.28,24660,15.22,22.85,16.58,162038,150.14,108.96
74,2011,5,Karnataka,Dharwad,96206,48.66,95.78,69.57,77132,39.01,76.79,55.78,24389,12.33,24.28,17.64,197727,196.85,142.99
74,2012,5,Karnataka,Dharwad,64459,58.11,66.27,52.81,31638,28.52,32.53,25.92,14833,13.37,15.25,12.15,110930,114.04,90.88
74,2013,5,Karnataka,Dharwad,69090,60.7,67.75,48.74,30441,26.74,29.85,21.47,14298,12.56,14.02,10.09,113829,111.62,80.3
74,2014,5,Karnataka,Dharwad,80132,57.38,74.73,56.01,40640,29.1,37.9,28.41,18887,13.52,17.61,13.2,139659,130.24,97.62
74,2015,5,Karnataka,Dharwad,87492,58.62,79.85,60.36,48474,32.48,44.24,33.44,13276,8.9,12.12,9.16,149242,136.21,102.97
74,2016,5,Karnataka,Dharwad,72124,57.4,67.81,48.61,42303,33.66,39.77,28.51,11236,8.94,10.56,7.57,125662,118.14,84.7
74,2017,5,Karnataka,Dharwad,62588,58.74,60.28,45.91,31066,29.15,29.92,22.79,12903,12.11,12.43,9.46,106557,102.63,78.16
75,1966,5,Karnataka,Belgaum,3744,63.21,3.97,3.81,2179,36.79,2.31,2.22,0,0,0,0,5923,6.27,6.03
75,1967,5,Karnataka,Belgaum,5499,68.4,5.82,5.7,2476,30.8,2.62,2.56,65,0.81,0.07,0.07,8040,8.51,8.33
75,1968,5,Karnataka,Belgaum,4121,69.31,4.32,4.23,1556,26.17,1.63,1.6,269,4.52,0.28,0.28,5946,6.23,6.1
75,1969,5,Karnataka,Belgaum,6056,79.17,6.41,6.28,967,12.64,1.02,1,626,8.18,0.66,0.65,7649,8.1,7.93
75,1970,5,Karnataka,Belgaum,8126,73.85,8.91,8.77,2446,22.23,2.68,2.64,431,3.92,0.47,0.47,11003,12.06,11.88
75,1971,5,Karnataka,Belgaum,6060,65.73,6.54,6.41,1504,16.31,1.62,1.59,1656,17.96,1.79,1.75,9220,9.96,9.75
75,1972,5,Karnataka,Belgaum,7004,62.51,7.8,7.67,2660,23.74,2.96,2.91,1540,13.75,1.71,1.69,11204,12.48,12.27
75,1973,5,Karnataka,Belgaum,7131,62.67,7.83,7.7,2507,22.03,2.75,2.71,1741,15.3,1.91,1.88,11379,12.5,12.28
75,1974,5,Karnataka,Belgaum,9583,65.09,10.6,10.38,3137,21.31,3.47,3.4,2002,13.6,2.21,2.17,14722,16.28,15.95
75,1975,5,Karnataka,Belgaum,12879,74.4,14.24,13.86,2616,15.11,2.89,2.82,1816,10.49,2.01,1.96,17311,19.14,18.64
75,1976,5,Karnataka,Belgaum,16822,77.8,18.82,18.36,3074,14.22,3.44,3.35,1727,7.99,1.93,1.88,21623,24.19,23.6
75,1977,5,Karnataka,Belgaum,18875,70.01,20.86,20.3,4505,16.71,4.98,4.84,3580,13.28,3.96,3.85,26960,29.79,28.99
75,1978,5,Karnataka,Belgaum,22391,66.94,24.75,24.07,5459,16.32,6.03,5.87,5597,16.73,6.19,6.02,33447,36.97,35.95
75,1979,5,Karnataka,Belgaum,19322,71.25,21.33,20.69,4882,18,5.39,5.23,2914,10.75,3.22,3.12,27118,29.93,29.03
75,1980,5,Karnataka,Belgaum,19200,66.56,21.26,20.62,5405,18.74,5.99,5.81,4243,14.71,4.7,4.56,28848,31.95,30.99
75,1981,5,Karnataka,Belgaum,25682,68.12,27.95,26.92,6971,18.49,7.59,7.31,5050,13.39,5.5,5.29,37703,41.03,39.52
75,1982,5,Karnataka,Belgaum,22418,60.78,24.67,23.62,7981,21.64,8.78,8.41,6484,17.58,7.14,6.83,36883,40.59,38.86
75,1983,5,Karnataka,Belgaum,28817,61.14,32.01,30.72,9716,20.62,10.79,10.36,8596,18.24,9.55,9.16,47129,52.35,50.24
75,1984,5,Karnataka,Belgaum,35265,57.72,37.76,34.44,14080,23.04,15.07,13.75,11756,19.24,12.59,11.48,61101,65.42,59.66
75,1985,5,Karnataka,Belgaum,36054,59.8,40.49,38.17,15308,25.39,17.19,16.21,8933,14.82,10.03,9.46,60295,67.72,63.83
75,1986,5,Karnataka,Belgaum,36099,63.09,39.2,36.1,13583,23.74,14.75,13.58,7538,13.17,8.18,7.54,57220,62.13,57.22
75,1987,5,Karnataka,Belgaum,31446,57.09,33.69,30.7,13368,24.27,14.32,13.05,10265,18.64,11,10.02,55079,59.01,53.77
75,1988,5,Karnataka,Belgaum,42237,59.05,44.7,40.45,17721,24.78,18.76,16.97,11566,16.17,12.24,11.08,71524,75.7,68.49
75,1989,5,Karnataka,Belgaum,39469,57.88,42.43,38.48,20182,29.6,21.69,19.68,8536,12.52,9.18,8.32,68187,73.3,66.48
